"","adj.P.Val","P.Value","t","B","logFC","Platform.ORF","Gene.title","Chromosome.annotation","Entrez.ID","Standard.Error","Probablity","GO.Function","GO.Function.ID","GO.Component","GO.Component.ID","GO.Process","GO.Process.ID","Entrez.id","GO.Component.ID","GO.Component","GO.Process.ID","GO.Process","GO.Function.ID","GO.Function","Gene.symbol"
"A_12_P115710",0.0617702111325642,0.0010398441352739,8.96339455115493,0.0542602400024981,3.69518884427994,"F56C9.6","hypothetical protein","chrIII:7309217-7309161",176035,0.594084924540183,0.513561732822521,NA,NA,NA,NA,NA,NA,176035,"","","","","","","F56C9.6"
"A_12_P101521",0.0617702111325642,0.00104114801745528,8.96035023984746,0.0531999950494333,3.44745016658853,"C44B7.1","hypothetical protein","chrII:6902692-6902751",174129,0.554443656429123,0.51329686280145,NA,NA,NA,NA,NA,NA,174129,"","","","","","","C44B7.1"
"A_12_P130919",0.0617702111325642,0.00104272232916357,8.95668087627412,0.0519213316787495,3.36600862789653,"T19H5.7","hypothetical protein","chrII:9479681-9479622",6418635,0.541567422096124,0.512977417647101,NA,NA,NA,NA,NA,NA,6418635,"","","","","","","T19H5.7"
"A_12_P149461",0.0617702111325642,0.00104677857834954,8.94725851672811,0.0486342573898622,3.86463790862699,"F23F1.10","hypothetical protein","chrII:41587-41528",3565165,0.6224482227383,0.512156168368956,NA,NA,NA,NA,NA,NA,3565165,"","","","","","","F23F1.10"
"A_12_P103339",0.0617702111325642,0.00104738369417196,8.94585679290954,0.0481448023980491,3.40121963772219,"hil-5","HIstone H1 Like","chrI:5775479-5775538",172242,0.547894755956958,0.512033876223771,NA,NA,NA,NA,NA,NA,172242,"GO:0000786///GO:0005634///GO:0005694","nucleosome///nucleus///chromosome","GO:0006334///GO:0016584///GO:0030261///GO:0031936///GO:0045910","nucleosome assembly///nucleosome positioning///chromosome condensation///negative regulation of chromatin silencing///negative regulation of DNA recombination","GO:0003677///GO:0003690///GO:0031492","DNA binding///double-stranded DNA binding///nucleosomal DNA binding","hil-5"
"A_12_P114858",0.0617702111325642,0.00104899226717423,8.9421355246938,0.0468448397289922,3.41777532998057,"npp-14","Nuclear Pore complex Protein","chrI:9660402-9660343",172813,0.550790791016861,0.511709068774117,NA,NA,NA,NA,NA,NA,172813,"GO:0005634///GO:0005643///GO:0016020///GO:0031965","nucleus///nuclear pore///membrane///nuclear membrane","GO:0006405///GO:0006606///GO:0015031///GO:0051028///GO:1900118///GO:1990001","RNA export from nucleus///protein import into nucleus///protein transport///mRNA transport///negative regulation of execution phase of apoptosis///inhibition of cysteine-type endopeptidase activity involved in apoptotic process","GO:0008139///GO:0017056///GO:0089720","nuclear localization sequence binding///structural constituent of nuclear pore///caspase binding","npp-14"
"A_12_P116209",0.0617702111325642,0.00104965685762249,8.9406001458222,0.0463082405357467,3.61760771383299,"sri-70","Serpentine Receptor, class I","chrV:17304267-17304389",190450,0.583094850824735,0.511574991705586,NA,NA,NA,NA,NA,NA,190450,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","sri-70"
"A_12_P140032",0.0617702111325642,0.0010497757529055,8.94032559462903,0.0462122729031069,3.46168633846433,"T02G5.11","hypothetical protein","chrII:7078775-7078716",187994,0.55798019721225,0.511551012628593,NA,NA,NA,NA,NA,NA,187994,"","","","","","","T02G5.11"
"A_12_P119845",0.0617702111325642,0.00105356674021505,8.93159183735758,0.0431570980100719,3.3797150970024,"D1054.11","hypothetical protein","chrV:10794761-10794820",179497,0.545300167356856,0.510787600197483,NA,NA,NA,NA,NA,NA,179497,"","","","","GO:0005515","protein binding","D1054.11"
"A_12_P118563",0.0617702111325642,0.00105421390935211,8.93010480267877,0.0426364617386366,3.41862895992508,"T04D3.5","hypothetical protein","chrI:13329379-13329320",173201,0.551670573469112,0.510657500989521,NA,NA,NA,NA,NA,NA,173201,"","","","","","","T04D3.5"
"A_12_P143437",0.0617702111325642,0.00105526423176483,8.92769384977614,0.0417920653050698,3.68684302341502,"F40F8.3","hypothetical protein","chrII:11129857-11129965",185540,0.595113449388066,0.510446495903311,NA,NA,NA,NA,NA,NA,185540,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","F40F8.3"
"A_12_P116868",0.0617702111325642,0.00106074508380506,8.91516138499117,0.0373971786139808,3.43789220101261,"sas-6","Spindle ASsembly abnormal","chrIV:13787067-13787008",178345,0.555709028666213,0.50934820518533,NA,NA,NA,NA,NA,NA,178345,"GO:0005737///GO:0005814///GO:0005856","cytoplasm///centriole///cytoskeleton","GO:0007049///GO:0007099///GO:0007275///GO:0008104///GO:0051726","cell cycle///centriole replication///multicellular organism development///protein localization///regulation of cell cycle","GO:0005515///GO:0019904///GO:0042802","protein binding///protein domain specific binding///identical protein binding","sas-6"
"A_12_P116811",0.0617702111325642,0.00106077757182459,8.91508733977748,0.037371184496382,3.4893036929754,"W08A12.4","hypothetical protein","chrV:3676524-3676583",189288,0.564023988378123,0.50934170892595,NA,NA,NA,NA,NA,NA,189288,"","","","","","","W08A12.4"
"A_12_P111793",0.0617702111325642,0.00106312312559802,8.90974894181514,0.0354962349486909,3.46906659587615,"hda-2","Histone DeAcetylase","chrII:8020940-8020881",174285,0.561088771661928,0.508873127091188,NA,NA,NA,NA,NA,NA,174285,"GO:0000118///GO:0005634","histone deacetylase complex///nucleus","GO:0000122///GO:0006325///GO:0016575///GO:0042262///GO:0045138///GO:0045944///GO:0070932///GO:0070933","negative regulation of transcription by RNA polymerase II///chromatin organization///histone deacetylation///DNA protection///nematode male tail tip morphogenesis///positive regulation of transcription by RNA polymerase II///histone H3 deacetylation///histone H4 deacetylation","GO:0003714///GO:0004407///GO:0016787///GO:0032041","transcription corepressor activity///histone deacetylase activity///hydrolase activity///NAD-dependent histone deacetylase activity (H3-K14 specific)","hda-2"
"A_12_P107366",0.0617702111325642,0.00106786095916786,8.89901058597907,0.0317195369912922,3.34528832565162,"hop-1","Homolog Of Presenilin","chrI:4208724-4208665",172017,0.541721707848075,0.507929219440818,NA,NA,NA,NA,NA,NA,172017,"GO:0000139///GO:0005634///GO:0005743///GO:0005765///GO:0005783///GO:0005789///GO:0005794///GO:0005887///GO:0005938///GO:0009986///GO:0016020///GO:0016021///GO:0016324///GO:0030018///GO:0030426///GO:0031594///GO:0035253///GO:0043025///GO:0043198///GO:0045121///GO:0048471","Golgi membrane///nucleus///mitochondrial inner membrane///lysosomal membrane///endoplasmic reticulum///endoplasmic reticulum membrane///Golgi apparatus///integral component of plasma membrane///cell cortex///cell surface///membrane///integral component of membrane///apical plasma membrane///Z disc///growth cone///neuromuscular junction///ciliary rootlet///neuronal cell body///dendritic shaft///membrane raft///perinuclear region of cytoplasm","GO:0000003///GO:0002119///GO:0006509///GO:0006816///GO:0007219///GO:0007220///GO:0008284///GO:0008406///GO:0009792///GO:0016485///GO:0018991///GO:0040028///GO:0042659///GO:0042987///GO:0043066///GO:0045747///GO:0050435","reproduction///nematode larval development///membrane protein ectodomain proteolysis///calcium ion transport///Notch signaling pathway///Notch receptor processing///positive regulation of cell population proliferation///gonad development///embryo development ending in birth or egg hatching///protein processing///oviposition///regulation of vulval development///regulation of cell fate specification///amyloid precursor protein catabolic process///negative regulation of apoptotic process///positive regulation of Notch signaling pathway///amyloid-beta metabolic process","GO:0004175///GO:0004190","endopeptidase activity///aspartic-type endopeptidase activity","hop-1"
"A_12_P137698",0.0617702111325642,0.00106802578420325,8.89863808099362,0.0315884020811819,3.41634828093081,"C49C8.2","hypothetical protein","chrIV:8651562-8651621",177669,0.553252012253285,0.507896443924039,NA,NA,NA,NA,NA,NA,177669,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","C49C8.2"
"A_12_P114464",0.0617702111325642,0.00106954903885105,8.89519892038908,0.030377302081857,3.50199786611731,"ZC373.2","hypothetical protein","chrX:10057943-10057782",181216,0.567341588104433,0.507593741583069,NA,NA,NA,NA,NA,NA,181216,"","","","","","","ZC373.2"
"A_12_P131096",0.0617702111325642,0.00107008312999137,8.89399451480401,0.0299530026405952,3.33133931568399,"snr-3","Small Nuclear Ribonucleoprotein","chrII:6489000-6488941",174072,0.539767113192001,0.507487690849836,NA,NA,NA,NA,NA,NA,174072,"GO:0000243///GO:0005634///GO:0005682///GO:0005685///GO:0005686///GO:0005687///GO:0005689///GO:0034715///GO:0034719///GO:0043186///GO:0071011///GO:0071013///GO:0097526","commitment complex///nucleus///U5 snRNP///U1 snRNP///U2 snRNP///U4 snRNP///U12-type spliceosomal complex///pICln-Sm protein complex///SMN-Sm protein complex///P granule///precatalytic spliceosome///catalytic step 2 spliceosome///spliceosomal tri-snRNP complex","GO:0000387///GO:0006396///GO:0006397///GO:0008380","spliceosomal snRNP assembly///RNA processing///mRNA processing///RNA splicing","GO:0003723","RNA binding","snr-3"
"A_12_P101520",0.0617702111325642,0.00107064452957719,8.89272933724598,0.0295071998896201,3.54484094980488,"wrn-1","human WRN (Werner's syndrome) related","chrII:6558958-6559017",174081,0.574441869943893,0.507376264786154,NA,NA,NA,NA,NA,NA,174081,"GO:0005634///GO:0005654///GO:0005694///GO:0005737///GO:0035861","nucleus///nucleoplasm///chromosome///cytoplasm///site of double-strand break","GO:0000723///GO:0000724///GO:0006259///GO:0006260///GO:0006268///GO:0006281///GO:0006310///GO:0008340///GO:0010212///GO:0010259///GO:0032508///GO:0044237///GO:0044806","telomere maintenance///double-strand break repair via homologous recombination///DNA metabolic process///DNA replication///DNA unwinding involved in DNA replication///DNA repair///DNA recombination///determination of adult lifespan///response to ionizing radiation///multicellular organism aging///DNA duplex unwinding///cellular metabolic process///G-quadruplex DNA unwinding","GO:0000166///GO:0003676///GO:0003677///GO:0003678///GO:0004386///GO:0005515///GO:0005524///GO:0009378///GO:0016787///GO:0043138","nucleotide binding///nucleic acid binding///DNA binding///DNA helicase activity///helicase activity///protein binding///ATP binding///four-way junction helicase activity///hydrolase activity///3'-5' DNA helicase activity","wrn-1"
"A_12_P108146",0.0617702111325642,0.0010711706049489,8.8915445195289,0.0290896256999265,3.58862077874351,"C14B1.8","hypothetical protein","chrIII:3718797-3718738",182593,0.581613887084005,0.507271893638682,NA,NA,NA,NA,NA,NA,182593,"","","","","","","C14B1.8"
"A_12_P112849",0.0617702111325642,0.00107348695828995,8.88633631142303,0.0272530555638353,3.77733431651263,"F02E9.1","hypothetical protein","chrI:8407520-8407579",184093,0.612557816617598,0.506812842221533,NA,NA,NA,NA,NA,NA,184093,"GO:0005783///GO:0042406","endoplasmic reticulum///extrinsic component of endoplasmic reticulum membrane","GO:0070072","vacuolar proton-transporting V-type ATPase complex assembly","GO:0051082","unfolded protein binding","F02E9.1"
"A_12_P112840",0.0617702111325642,0.00107679199252176,8.87892938413475,0.0246383357261619,3.33094623907756,"fbxa-27","F-box A protein","chrIII:1344516-1344575",190764,0.540619154213194,0.506159272353741,NA,NA,NA,NA,NA,NA,190764,"","","","","","","fbxa-27"
"A_12_P134021",0.0617702111325642,0.0010884534398965,8.85302023669393,0.0154660673478384,3.30352274791592,"T24D3.2","hypothetical protein","chrX:12426400-12426459",181401,0.537737411327294,0.503866439766479,NA,NA,NA,NA,NA,NA,181401,"","","","","","","T24D3.2"
"A_12_P149761",0.0617702111325642,0.00108896785516298,8.85188532172741,0.0150633591065192,3.39372844529597,"asb-1","ATP Synthase B homolog","chrIII:4594732-4594673",175605,0.552491647892435,0.503765768570989,NA,NA,NA,NA,NA,NA,175605,"GO:0000276///GO:0005739///GO:0005743///GO:0016020///GO:0097730","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)///mitochondrion///mitochondrial inner membrane///membrane///non-motile cilium","GO:0006811///GO:0015986","ion transport///ATP synthesis coupled proton transport","GO:0015078","proton transmembrane transporter activity","asb-1"
"A_12_P152915",0.0617702111325642,0.00109385573844328,8.84113489686517,0.0112448459762629,3.97039521998198,"fbxa-211","F-box A protein","chrV:18128741-18128800",189629,0.647157710237282,0.502811181872105,NA,NA,NA,NA,NA,NA,189629,"","","","","","","fbxa-211"
"A_12_P107803",0.0617702111325642,0.00109786411326207,8.83236359521544,0.00812410387518625,3.4780413334538,"Y59C2A.3","hypothetical protein","chrII:2215654-2215595",173578,0.567469085786918,0.502031014798047,NA,NA,NA,NA,NA,NA,173578,"","","","","","","Y59C2A.3"
"A_12_P153216",0.0617702111325642,0.00110164718013808,8.82412197480876,0.00518754544573774,3.36390003396277,"him-8","High Incidence of Males (increased X chromosome loss)","chrIV:10563766-10563825",188247,0.549358673845004,0.501296883453107,NA,NA,NA,NA,NA,NA,188247,"GO:0000794///GO:0000805///GO:0005634///GO:0005635","condensed nuclear chromosome///X chromosome///nucleus///nuclear envelope","GO:0045132","meiotic chromosome segregation","","","him-8"
"A_12_P157961",0.0617702111325642,0.00111207034564897,8.80159638840741,-0.0028596816481512,3.58351846704831,"F59H6.5","hypothetical protein","chrII:2008112-2008171",186644,0.586722313239702,0.499285080075167,NA,NA,NA,NA,NA,NA,186644,"","","","","","","F59H6.5"
"A_12_P106539",0.0617702111325642,0.00111280793393323,8.80001238839866,-0.00342673219910594,3.47442739366161,"hil-6","HIstone H1 Like","chrV:2030735-2030676",186584,0.568963444770905,0.499143317788522,NA,NA,NA,NA,NA,NA,186584,"GO:0000786///GO:0005634///GO:0005694","nucleosome///nucleus///chromosome","GO:0006334///GO:0016584///GO:0030261///GO:0031936///GO:0045910","nucleosome assembly///nucleosome positioning///chromosome condensation///negative regulation of chromatin silencing///negative regulation of DNA recombination","GO:0003677///GO:0003690///GO:0031492","DNA binding///double-stranded DNA binding///nucleosomal DNA binding","hil-6"
"A_12_P119232",0.0617702111325642,0.00111645865455525,8.79219160362427,-0.00622872421472564,3.32621429519986,"clec-147","C-type LECtin","chrII:14535907-14535848",175114,0.545176954531597,0.498442823980796,NA,NA,NA,NA,NA,NA,175114,"","","","","GO:0030246","carbohydrate binding","clec-147"
"A_12_P117766",0.0617702111325642,0.00111668622154344,8.79170515541847,-0.00640313055268127,3.39735275114935,"Y57A10A.3","hypothetical protein","chrII:12151627-12151686",174855,0.556867580542101,0.498399222831159,NA,NA,NA,NA,NA,NA,174855,"","","","","","","Y57A10A.3"
"A_12_P113165",0.0617702111325642,0.00111944427760849,8.78581935864771,-0.00851451882328647,3.51971600841881,"F32E10.2","hypothetical protein","chrIV:7577143-7577202",177536,0.577310905095623,0.49787138315403,NA,NA,NA,NA,NA,NA,177536,"GO:0000793///GO:0005634///GO:0005637///GO:0016020","condensed chromosome///nucleus///nuclear inner membrane///membrane","GO:0010468///GO:0045595///GO:0097240","regulation of gene expression///regulation of cell differentiation///chromosome attachment to the nuclear envelope","GO:0003682///GO:0035064","chromatin binding///methylated histone binding","F32E10.2"
"A_12_P177824",0.0617702111325642,0.00112603473390574,8.77182819699841,-0.0135420720911519,3.38628028650269,"mdt-17","MeDiaTor","chrV:20247407-20247348",180325,0.556310417523519,0.496614533714798,NA,NA,NA,NA,NA,NA,180325,"GO:0005634///GO:0016592///GO:0070847","nucleus///mediator complex///core mediator complex","GO:0006357///GO:0007275","regulation of transcription by RNA polymerase II///multicellular organism development","GO:0003712","transcription coregulator activity","mdt-17"
"A_12_P162799",0.0617702111325642,0.00114923811902858,8.7233716837942,-0.0310479122035137,3.33455865559883,"C05C8.6","hypothetical protein","chrV:7235103-7235044",179117,0.550856389616489,0.492238645417031,NA,NA,NA,NA,NA,NA,179117,"","","GO:0008344///GO:0048512///GO:0050804","adult locomotory behavior///circadian behavior///modulation of chemical synaptic transmission","","","C05C8.6"
"A_12_P141315",0.0617702111325642,0.0011542676554577,8.71302948491486,-0.0348031308214622,3.41325228975465,"T07C12.14","hypothetical protein","chrV:9932057-9932116",3565884,0.564525564846965,0.491300095429263,NA,NA,NA,NA,NA,NA,3565884,"","","","","","","T07C12.14"
"A_12_P107001",0.0617702111325642,0.00115455970082259,8.71243068536801,-0.03502075746208,3.62155537552336,"drh-3","Dicer Related Helicase","chrI:7826054-7826215",172546,0.59901845361426,0.491245705344101,NA,NA,NA,NA,NA,NA,172546,"GO:0000794///GO:0005737///GO:0043186///GO:0070090","condensed nuclear chromosome///cytoplasm///P granule///metaphase plate","GO:0002376///GO:0016246///GO:0030422///GO:0045087///GO:1903863","immune system process///RNA interference///production of siRNA involved in RNA interference///innate immune response///P granule assembly","GO:0000166///GO:0003676///GO:0003725///GO:0003727///GO:0004386///GO:0005515///GO:0005524///GO:0008186///GO:0016887///GO:0070063","nucleotide binding///nucleic acid binding///double-stranded RNA binding///single-stranded RNA binding///helicase activity///protein binding///ATP binding///RNA-dependent ATPase activity///ATPase activity///RNA polymerase binding","drh-3"
"A_12_P161803",0.0617702111325642,0.00115480984825816,8.71191794239338,-0.0352071256581752,3.26586899078051,"dhs-26","DeHydrogenases, Short chain","chrX:3361310-3360862",180624,0.540218422569591,0.49119912765403,NA,NA,NA,NA,NA,NA,180624,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","GO:0016491","oxidoreductase activity","dhs-26"
"A_12_P158100",0.0617702111325642,0.00115676283749852,8.70791954492675,-0.0366609985610769,3.58567354896779,"clec-63","C-type LECtin","chrII:12897237-12897296",174927,0.593390715849139,0.490835776751749,NA,NA,NA,NA,NA,NA,174927,"","","","","GO:0030246","carbohydrate binding","clec-63"
"A_12_P115665",0.0617702111325642,0.00115980751280378,8.70170291826449,-0.0389234362333202,3.44869801992088,"Y51F10.7","hypothetical protein","chrI:1911834-1911775",171761,0.571130460069327,0.490270369304006,NA,NA,NA,NA,NA,NA,171761,"","","","","","","Y51F10.7"
"A_12_P137218",0.0617702111325642,0.00116306527109106,8.69507377060332,-0.0413386700939062,3.92026919031601,"Y75D11A.2","hypothetical protein","chrX:1743390-1743449",190722,0.649721182203702,0.48966680395548,NA,NA,NA,NA,NA,NA,190722,"","","","","","","Y75D11A.2"
"A_12_P106185",0.0617702111325642,0.00116329960372988,8.69459782681561,-0.0415121792827913,3.35788848633875,"C24D10.4","hypothetical protein","chrIV:5161253-5161312",177288,0.556546144483997,0.489623445262539,NA,NA,NA,NA,NA,NA,177288,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","C24D10.4"
"A_12_P104952",0.0617702111325642,0.00117109101796561,8.67884089218985,-0.0472645263479556,3.25447628435203,"Y47G6A.4","hypothetical protein","chrI:3551712-3551771",171923,0.540385630353301,0.488186067627992,NA,NA,NA,NA,NA,NA,171923,"","","GO:0006417///GO:0031047///GO:0060964","regulation of translation///gene silencing by RNA///regulation of gene silencing by miRNA","","","Y47G6A.4"
"A_12_P145491",0.0617702111325642,0.00117962631848063,8.6617292779104,-0.0535291170147074,3.56852244992767,"ins-36","INSulin related","chrI:11212478-11212419",3565585,0.593701621367769,0.486620915258724,NA,NA,NA,NA,NA,NA,3565585,"","","","","","","ins-36"
"A_12_P113815",0.0617702111325642,0.00118296464056445,8.65507864510127,-0.0559689102021261,3.26744358552295,"Y62H9A.5","hypothetical protein","chrX:11882199-11882140",181364,0.544028293585361,0.486011423882103,NA,NA,NA,NA,NA,NA,181364,"","","","","","","Y62H9A.5"
"A_12_P112026",0.0617702111325642,0.00118664990540868,8.64776401952907,-0.0586555194345593,3.23465115793045,"dna-2","yeast DNA helicase/endonuclease family","chrII:11781971-11782030",174809,0.539023907782738,0.485340322915261,NA,NA,NA,NA,NA,NA,174809,"GO:0005634///GO:0005694///GO:0005737","nucleus///chromosome///cytoplasm","GO:0006259///GO:0006260///GO:0006281///GO:0006974///GO:0008152///GO:0032508///GO:0033567///GO:0071932///GO:0090305","DNA metabolic process///DNA replication///DNA repair///cellular response to DNA damage stimulus///metabolic process///DNA duplex unwinding///DNA replication, Okazaki fragment processing///replication fork reversal///nucleic acid phosphodiester bond hydrolysis","GO:0000014///GO:0000166///GO:0003677///GO:0003678///GO:0003723///GO:0003824///GO:0004386///GO:0004518///GO:0004519///GO:0005524///GO:0016787///GO:0017108///GO:0017116///GO:0043139///GO:0046872///GO:0051536///GO:0051539","single-stranded DNA endodeoxyribonuclease activity///nucleotide binding///DNA binding///DNA helicase activity///RNA binding///catalytic activity///helicase activity///nuclease activity///endonuclease activity///ATP binding///hydrolase activity///5'-flap endonuclease activity///single-stranded DNA helicase activity///5'-3' DNA helicase activity///metal ion binding///iron-sulfur cluster binding///4 iron, 4 sulfur cluster binding","dna-2"
"A_12_P156281",0.0617702111325642,0.00118702194151774,8.6470271691396,-0.0589263470227417,3.32684917850597,"K11D12.13","hypothetical protein","chrV:5034003-5034062",3896821,0.554435074415771,0.485272674489719,NA,NA,NA,NA,NA,NA,3896821,"","","GO:0010951","negative regulation of endopeptidase activity","GO:0004867","serine-type endopeptidase inhibitor activity","K11D12.13"
"A_12_P139920",0.0617702111325642,0.00119255299222459,8.63610636456317,-0.0629442968136997,3.77989326063494,"pcn-1","PCNA (Proliferating Cell Nuclear Antigen) homolog","chrIV:4048175-4048116",177161,0.630733591115257,0.48426911924579,NA,NA,NA,NA,NA,NA,177161,"GO:0005634///GO:0043626","nucleus///PCNA complex","GO:0006260///GO:0006272///GO:0006275///GO:0006298///GO:0019985","DNA replication///leading strand elongation///regulation of DNA replication///mismatch repair///translesion synthesis","GO:0003677///GO:0005515///GO:0030337///GO:0070182","DNA binding///protein binding///DNA polymerase processivity factor activity///DNA polymerase binding","pcn-1"
"A_12_P160025",0.0617702111325642,0.0011960464693478,8.62924122419671,-0.0654739730512448,3.39546938978498,"Y48G1C.4","hypothetical protein","chrI:54275-54334",171594,0.567037286388662,0.483637351659113,NA,NA,NA,NA,NA,NA,171594,"GO:0005739","mitochondrion","GO:0006629///GO:0006655///GO:0008654///GO:0016042///GO:0032049///GO:0042127///GO:0051881","lipid metabolic process///phosphatidylglycerol biosynthetic process///phospholipid biosynthetic process///lipid catabolic process///cardiolipin biosynthetic process///regulation of cell population proliferation///regulation of mitochondrial membrane potential","GO:0000166///GO:0003824///GO:0005524///GO:0008444///GO:0016740","nucleotide binding///catalytic activity///ATP binding///CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity///transferase activity","Y48G1C.4"
"A_12_P102333",0.0617702111325642,0.00119859692189328,8.62424505931566,-0.0673168499971197,3.42288639695373,"ZK353.2","hypothetical protein","chrIII:8398984-8399043",191286,0.571947023655369,0.483177139835261,NA,NA,NA,NA,NA,NA,191286,"","","","","","","ZK353.2"
"A_12_P117517",0.0617702111325642,0.00119917646574682,8.62311162450362,-0.0677351478425994,3.26843642255542,"cyn-12","CYclophyliN","chrIV:7132281-7132222",191627,0.546210998616007,0.483072684492361,NA,NA,NA,NA,NA,NA,191627,"GO:0005634","nucleus","GO:0000413","protein peptidyl-prolyl isomerization","GO:0003755///GO:0005515///GO:0016853","peptidyl-prolyl cis-trans isomerase activity///protein binding///isomerase activity","cyn-12"
"A_12_P115016",0.0617702111325642,0.00120342087485176,8.61483149494806,-0.0707934387598614,3.35078763977058,"Y116A8C.22","hypothetical protein","chrIV:17046486-17046427",178479,0.560511496945928,0.482309028196081,NA,NA,NA,NA,NA,NA,178479,"","","","","GO:0003677///GO:0046872","DNA binding///metal ion binding","Y116A8C.22"
"A_12_P154602",0.0617702111325642,0.00120429118538412,8.61313817434438,-0.0714194100079011,3.82645989938224,"Y56A3A.36","hypothetical protein","chrIII:11929938-11929879",3565503,0.640206618257659,0.482152733030518,NA,NA,NA,NA,NA,NA,3565503,"GO:0005783///GO:0016020///GO:0016021///GO:0030176","endoplasmic reticulum///membrane///integral component of membrane///integral component of endoplasmic reticulum membrane","GO:0016310///GO:0043048","phosphorylation///dolichyl monophosphate biosynthetic process","GO:0004168///GO:0016301///GO:0016740","dolichol kinase activity///kinase activity///transferase activity","Y56A3A.36"
"A_12_P111617",0.0617702111325642,0.00120529321961891,8.61119045861465,-0.0721396498862346,3.31474997541517,"C39E9.11","hypothetical protein","chrIV:13091317-13091258",178257,0.554717655270292,0.48197290479464,NA,NA,NA,NA,NA,NA,178257,"GO:0005634","nucleus","GO:0007093","mitotic cell cycle checkpoint","","","C39E9.11"
"A_12_P110480",0.0617702111325642,0.00120632556026962,8.60918594988745,-0.0728811438332775,3.59723664468963,"F07H5.10","hypothetical protein","chrII:8807400-8807287",174408,0.602131472957943,0.481787774758848,NA,NA,NA,NA,NA,NA,174408,"GO:0005634///GO:0005829","nucleus///cytosol","GO:0000956///GO:0090305///GO:0110155","nuclear-transcribed mRNA catabolic process///nucleic acid phosphodiester bond hydrolysis///NAD-cap decapping","GO:0034353","RNA pyrophosphohydrolase activity","F07H5.10"
"A_12_P113840",0.0617702111325642,0.00121103553412654,8.60006766372067,-0.0762573556965522,3.26899076614991,"Y110A7A.8","hypothetical protein","chrI:5129443-5129502",172146,0.547767464454004,0.480944894260329,NA,NA,NA,NA,NA,NA,172146,"GO:0005634///GO:0005681///GO:0005687///GO:0046540///GO:0071011///GO:0097526","nucleus///spliceosomal complex///U4 snRNP///U4/U6 x U5 tri-snRNP complex///precatalytic spliceosome///spliceosomal tri-snRNP complex","GO:0000244///GO:0000398///GO:0006397///GO:0008380","spliceosomal tri-snRNP complex assembly///mRNA splicing, via spliceosome///mRNA processing///RNA splicing","GO:0003723","RNA binding","Y110A7A.8"
"A_12_P107388",0.0617702111325642,0.00121373086447116,8.59486954799837,-0.0781844320920158,3.35308211927876,"helicase","hypothetical protein","chrIV:11333283-11333224",178054,0.56219801483562,0.48046384269062,NA,NA,NA,NA,NA,NA,178054,"","","","","GO:0000166///GO:0005524","nucleotide binding///ATP binding","helicase"
"A_12_P109452",0.0617702111325642,0.00122167570720845,8.5796309660361,-0.0838437468807633,3.2912671928405,"C40H1.8","hypothetical protein","chrIII:9316878-9316937",3565371,0.552813881828737,0.479051333874405,NA,NA,NA,NA,NA,NA,3565371,"","","GO:0006629","lipid metabolic process","","","C40H1.8"
"A_12_P133795",0.0617702111325642,0.00122327347477852,8.57658132889453,-0.0849781128528537,3.94277202406335,"T19B10.6","hypothetical protein","chrV:11237582-11237523",179554,0.662478614766958,0.478768246951525,NA,NA,NA,NA,NA,NA,179554,"GO:0005634///GO:0005694","nucleus///chromosome","GO:0006281///GO:0006974","DNA repair///cellular response to DNA damage stimulus","GO:0003677///GO:0031593///GO:0046872","DNA binding///polyubiquitin modification-dependent protein binding///metal ion binding","T19B10.6"
"A_12_P102272",0.0617702111325642,0.00122569881387462,8.57196161835642,-0.0866976338783942,3.41360005363395,"F58F9.3","hypothetical protein","chrIV:6235461-6235520",186534,0.57387436643279,0.478339157604556,NA,NA,NA,NA,NA,NA,186534,"","","","","","","F58F9.3"
"A_12_P144767",0.0617702111325642,0.00122659493853249,8.5702575974731,-0.0873322409048898,3.34922515763244,"B0041.8","hypothetical protein","chrI:4647978-4648037",259374,0.563163988901688,0.478180805782569,NA,NA,NA,NA,NA,NA,259374,"","","","","","","B0041.8"
"A_12_P117583",0.0617702111325642,0.00122829385351542,8.56703130192866,-0.0885342814264103,3.22318038463009,"T04A8.8","hypothetical protein","chrIII:4694986-4695045",259502,0.542173972512139,0.477880875818863,NA,NA,NA,NA,NA,NA,259502,"","","","","","","T04A8.8"
"A_12_P100507",0.0617702111325642,0.00123292253886039,8.55826949669103,-0.0918021040636692,3.22189811103394,"C50F4.4","hypothetical protein","chrV:9537423-9537482",183678,0.542513127477022,0.477065578616577,NA,NA,NA,NA,NA,NA,183678,"","","","","","","C50F4.4"
