"adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Platform_ORF","GO.Function","GO.Function.ID","GO.Process","GO.Process.ID","GO.Component","GO.Component.ID","Chromosome.annotation","ID","Entrez.ID","Standard.Error","Probablity"
0.998974957609354,0.0561767335056387,2.44576848436564,-3.75800520579547,2.75740711917301,"nupG///ECs3840","transport of nucleosides, permease///protein NupG","Z4309","molecular_function","GO:0003674","regulation of biological process","GO:0050789","plasma membrane","GO:0005886","NC_002655.2 (3914572..3915876)///NC_002695.1 (3847308..3848564)","1763951_s_at","958452",1.46025626335985,0.0227983423620961
0.998974957609354,0.0562334790979352,2.4449673403717,-3.75892315005699,1.93206743605365,"Z3601///ECs3222","major fimbrial subunit///fimbrial-like protein","Z3601","fimbrial usher porin activity///fimbrial usher porin activity","GO:0015473///GO:0015473","cellular response to DNA damage stimulus///pilus assembly///pilus organization","GO:0006974///GO:0009297///GO:0043711","cell outer membrane","GO:0009279","NC_002655.2 (3251489..3252052, complement)///NC_002695.1 (3181533..3182096, complement)","1766116_s_at","957669",1.02351155065555,0.022777900825053
0.998974957609354,0.0565551372642493,-2.44044251423549,-3.76410898110947,-0.609776685827231,"c4828","dehydrogenase","c4828","protein binding","GO:0005515","cellular response to DNA damage stimulus///phospholipid transport///intermembrane phospholipid transfer","GO:0006974///GO:0015914///GO:0120010","cell outer membrane///integral component of cell outer membrane","GO:0009279///GO:0045203","NC_004431.1 (4592676..4593686)","1768702_at","1035975",0.323627756893733,0.0226627542806474
0.998974957609354,0.0568569643311678,2.43622179407209,-3.7689482948171,0.462553759180697,"yecS///yecS///yecS///ECs2656","amino-acid ABC transporter permease YecS///transport system permease///ABC family putative inner membrane permease///transport system permease","b1918",NA,NA,NA,NA,"organelle inner membrane///peptidoglycan-based cell wall","GO:0019866///GO:0009274","NC_004431.1 (2146487..2147155, complement)///NC_002655.2 (2695293..2695961, complement)///NC_000913.3 (1997811..1998479, complement)///NC_002695.1 (2620082..2620750, complement)","1766862_s_at","1036962",0.245917208565547,0.0225558148140432
0.998974957609354,0.056966525559356,2.43469566626398,-3.77069856916032,0.71262885598177,"proB","gamma-glutamyl kinase","c0389","magnesium ion binding///glutamate 5-kinase activity///glutamate 5-kinase activity///identical protein binding///proline binding","GO:0000287///GO:0004349///GO:0004349///GO:0042802///GO:1901973","proline biosynthetic process///proline biosynthetic process///L-proline biosynthetic process","GO:0006561///GO:0006561///GO:0055129","cytosol///cytosol","GO:0005829///GO:0005829","NC_004431.1 (367741..368844)","1763620_at","1036313",0.37910739053127,0.0225172586576436
0.998974957609354,0.0569780648696173,2.43453511398514,-3.77088271681801,2.13123874423291,"c1528","hypothetical protein","c1528",NA,NA,NA,NA,NA,NA,"NC_004431.1 (1402488..1402817, complement)","1766330_at","1035268",1.13386040418255,0.0225132058813884
0.998974957609354,0.0571449637037926,-2.43221687272637,-3.7735419653958,-2.31063027372495,"c3597","transposase","c3597",NA,NA,NA,NA,NA,NA,"NC_004431.1 (3441312..3441902, complement)","1760827_at","1039539",1.23047187615766,0.0224547597428025
0.998974957609354,0.0572357783778621,-2.43095850800794,-3.77498567432261,-0.391695550599499,"ybiS///ybiS///ldtB///ECs0896","hypothetical protein///hypothetical protein///L,D-transpeptidase linking Lpp to murein///hypothetical protein","b0819",NA,NA,NA,NA,NA,NA,"NC_004431.1 (877177..878097, complement)///NC_002655.2 (980785..981705, complement)///NC_000913.3 (854824..855744, complement)///NC_002695.1 (979129..980049, complement)","1767751_s_at","1037947",0.208696238560693,0.0224230913860082
0.998974957609354,0.0573509287893309,-2.42936602411611,-3.77681295808399,-1.32119927988651,"yhaD","glycerate kinase I","c3879",NA,NA,NA,NA,NA,NA,"NC_004431.1 (3707944..3709089, complement)","1762798_at","1040121",0.704399281942194,0.0223830717194662
0.998974957609354,0.05753304472068,2.42685444576407,-3.77969540058095,2.64222265941785,"c2938","hypothetical protein","c2938",NA,NA,NA,NA,NA,NA,"NC_004431.1 (2803397..2803555, complement)","1767901_at","1038561",1.41016266642857,0.0223200846695879
0.998974957609354,0.0577711009740216,-2.42358425866013,-3.78344947479647,-1.6867887332036,"c1576","hypothetical protein","c1576",NA,NA,NA,NA,NA,NA,"NC_004431.1 (1432128..1432550)","1767415_at","1035329",0.901459247190051,0.0222383103805754
0.998974957609354,0.0582234456094296,2.41741013726977,-3.79054025378265,1.22815859328147,"prlC","oligopeptidase A","c4297","protein binding","GO:0005515","peptidyl-S-carbamoyl-L-cysteine dehydration///protein maturation","GO:0046892///GO:0051604","cellular_component","GO:0005575","NC_004431.1 (4077098..4079179, complement)","1765161_at","1037168",0.658032951767872,0.0220846513228444
0.998974957609354,0.0584094351220356,2.41488648872366,-3.79343973230498,1.10919525535974,"Z1336","hypothetical protein","Z1336",NA,NA,NA,NA,NA,NA,"NC_002655.2 (1258343..1258900)","1763479_at","958981",0.594914852014215,0.0220221182148771
0.998974957609354,0.0588398153173201,-2.40907973327308,-3.80011375865852,-0.621569953271555,"c2925","PTS system IIC component ypdG","c2925",NA,NA,NA,NA,NA,NA,"NC_004431.1 (2789034..2790281, complement)","1768417_at","1038524",0.334181472293631,0.0218788363510323
0.998974957609354,0.0590959104518932,2.40564608111545,-3.80406187929287,0.362616773745357,"ygcS///Z4083m///ygcS","metabolite transport protein///major facilitator superfamily permease///putative MFS sugar transporter; membrane protein","Z4082","molecular_function","GO:0003674","regulation of biological process","GO:0050789","plasma membrane///plasma membrane///integral component of membrane","GO:0005886///GO:0005886///GO:0016021","NC_004431.1 (3170322..3171731, complement)///NC_002655.2 (3683949..3685357, complement)///NC_000913.3 (2896533..2897870, complement)","1759163_s_at","1039163",0.195235902783896,0.021794505265554
0.998974957609354,0.0591007541590439,-2.40558129219937,-3.80413638721298,-2.16205101753432,"c3599","hypothetical protein","c3599",NA,NA,NA,NA,NA,NA,"NC_004431.1 (3442496..3442756)","1766698_at","1039541",1.16409769601999,0.0217929168501892
0.998974957609354,0.0593374513355134,-2.40242218737317,-3.80776990908902,-1.18039096493104,"sitC","SitC protein","c1598",NA,NA,NA,NA,NA,NA,"NC_004431.1 (1447561..1448418, complement)","1763420_at","1035358",0.6363852075843,0.0217155919260643
0.998974957609354,0.0595568890687612,2.39950550624837,-3.81112550039903,2.40293082768062,"c0256///c3617","hypothetical protein///hypothetical protein","c0256",NA,NA,NA,NA,NA,NA,"NC_004431.1 (249923..250144)///NC_004431.1 (3454962..3455399, complement)","1765779_s_at","1039592",1.29706890466359,0.0216444199530114
0.998974957609354,0.0598067774515371,2.39619810891827,-3.81493164159808,1.1876252008733,"yaeF///yaeF///ECs0195","hypothetical protein///putative lipoprotein///hypothetical protein","b0193",NA,NA,NA,NA,NA,NA,"NC_002655.2 (219512..220336, complement)///NC_000913.3 (216179..217003, complement)///NC_002695.1 (219511..220335, complement)","1761583_s_at","956935",0.641948536518757,0.0215639679142666
0.998974957609354,0.0598611136414709,2.39548090644656,-3.8157571404769,2.11776052513378,"Z6044///Z1804///Z1360///Z3331///ECs2250///ECs1972///ECs1543///ECs1793","hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///major head protein/prohead protease///phage major head protein/prohead protease///major head protein/prohead proteinase///major head protein/prohead protease","Z1360",NA,NA,NA,NA,NA,NA,"NC_002655.2 (2304274..2306211, complement)///NC_002655.2 (1650530..1652467)///NC_002655.2 (1276323..1278260)///NC_002655.2 (2984890..2986827, complement)///NC_002695.1 (2228991..2230928, complement)///NC_002695.1 (1950180..1952117)///NC_002695.1 (1564408..1566345)///NC_002695.1 (1782882..1784819)","1760686_s_at","961462",1.14505847344039,0.0215465576209556
0.998974957609354,0.0598706643139557,2.39535491599062,-3.81590216060079,2.27775290440419,"c3775","iron compound receptor","c3775",NA,NA,NA,NA,NA,NA,"NC_004431.1 (3608090..3610231)","1765851_at","1039915",1.23163002435359,0.0215435004748201
0.998974957609354,0.0600174866296759,2.39342077796155,-3.81812863083197,1.72249174097411,"Z1776///ECs1512","hypothetical protein///hypothetical protein","Z1776",NA,NA,NA,NA,NA,NA,"NC_002655.2 (1633400..1633717)///NC_002695.1 (1548304..1548621)","1762526_s_at","959489",0.932141021869109,0.0214966178290765
0.998974957609354,0.060020945232629,-2.39337527791876,-3.81818101239629,-1.90300279085566,"glgP","glycogen phosphorylase","c4215","glycogen phosphorylase activity///glycogen phosphorylase activity///pyridoxal phosphate binding///pyridoxal phosphate binding","GO:0008184///GO:0008184///GO:0030170///GO:0030170","glycogen catabolic process///glycogen catabolic process///carbohydrate catabolic process","GO:0005980///GO:0005980///GO:0016052","cytoplasm","GO:0005737","NC_004431.1 (4000119..4002566, complement)","1766012_at","1036949",1.02984568608867,0.0214955160359841
0.998974957609354,0.0601498724572723,-2.39168116614677,-3.82013149170918,-2.15740535853622,"c4617","hypothetical protein","c4617",NA,NA,NA,NA,NA,NA,"NC_004431.1 (4377158..4377649)","1762405_at","1040038",1.16834740730196,0.0214545289764185
0.998974957609354,0.0602976486376308,2.38974416526914,-3.82236196501014,1.4906899956753,"c1503","hypothetical protein","c1503",NA,NA,NA,NA,NA,NA,"NC_004431.1 (1387752..1388093)","1765747_at","1035237",0.807940644746083,0.0214077518506024
0.998974957609354,0.0608723471470892,2.38225933607224,-3.8309842805574,1.81210056262583,"Z5946///ECs5306","restriction modification enzyme S subunit///type I restriction-modification enzyme S subunit","Z5946",NA,NA,NA,NA,NA,NA,"NC_002655.2 (5467846..5469600, complement)///NC_002695.1 (5437853..5439607, complement)","1761217_s_at","959707",0.985228093723505,0.0212278624371837
0.998974957609354,0.0609665361324545,-2.38103985899392,-3.83238960260208,-2.98179218674288,"ECs1400","hypothetical protein","ECs1400",NA,NA,NA,NA,NA,NA,"NC_002695.1 (1451568..1451732, complement)","1762342_at","912753",1.62201264814788,0.0211986833607036
0.998974957609354,0.060992068863255,2.38070963149988,-3.8327701806854,0.97860263742223,"yjfF///ECs5208","ABC transporter permease///ABC transporter permease","Z5841",NA,NA,NA,NA,NA,NA,"NC_002655.2 (5339073..5340044)///NC_002695.1 (5309087..5310058)","1760118_s_at","959811",0.532406663740833,0.021190788070975
0.998974957609354,0.0610050395820627,2.38054193153296,-3.83296345431954,0.983525744735393,"yabN","transcriptional regulator SgrR","c0085",NA,NA,NA,NA,NA,NA,"NC_004431.1 (79985..81661, complement)","1759152_at","1038194",0.535122764376703,0.0211867796107429
0.998974957609354,0.0612634447531628,-2.37720892612378,-3.8368052952392,-0.813138307323424,"c0942","replication protein for prophage","c0942",NA,NA,NA,NA,NA,NA,"NC_004431.1 (915104..917518)","1765706_at","1038292",0.443037613182075,0.0211072542845884
0.998974957609354,0.0613127746571346,-2.37657436448652,-3.83753685391043,-2.10731811419855,"ECs1536","hypothetical protein","ECs1536",NA,NA,NA,NA,NA,NA,"NC_002695.1 (1560390..1560614)","1762800_at","913372",1.14847678724815,0.0210921443051939
0.998974957609354,0.0613496913967204,-2.37609983919745,-3.8380839388597,-0.41311847736571,"truB///truB///truB///truB","tRNA pseudouridine synthase B///tRNA pseudouridine synthase B///tRNA pseudouridine synthase B: tRNA pseudouridine(55) synthase and putative tmRNA pseudouridine(342) synthase///tRNA pseudouridine synthase B","b3166","tRNA binding///pseudouridine synthase activity///pseudouridine synthase activity","GO:0000049///GO:0009982///GO:0009982","pseudouridine synthesis///tRNA modification///tRNA pseudouridine synthesis///RNA folding///mRNA pseudouridine synthesis","GO:0001522///GO:0006400///GO:0031119///GO:0034337///GO:1990481","mitochondrion///cytosol","GO:0005739///GO:0005829","NC_004431.1 (3745466..3746410, complement)///NC_002655.2 (4121546..4122490, complement)///NC_000913.3 (3311833..3312777, complement)///NC_002695.1 (4054330..4055274, complement)","1766161_s_at","1040258",0.225192262679305,0.0210808514559016
0.998974957609354,0.0615314180217587,2.3737683910386,-3.84077220197486,2.41614071783901,"c1357","hypothetical protein","c1357",NA,NA,NA,NA,NA,NA,"NC_004431.1 (1290107..1290235, complement)","1759889_at","1035057",1.31833994587918,0.0210254466157225
0.998974957609354,0.0618258204989646,2.37000699559629,-3.84511034959134,3.39177141218715,"c3647","hypothetical protein","c3647",NA,NA,NA,NA,NA,NA,"NC_004431.1 (3483812..3484267, complement)","1763640_at","1039613",1.85361901993419,0.0209363381817437
0.998974957609354,0.0624041483540726,-2.36267362701152,-3.85357201441576,-0.576246886440281,"yfeD","DUF1323 family putative DNA-binding protein","b2399",NA,NA,NA,NA,NA,NA,"NC_000913.3 (2518813..2519205)","1769076_at","946865",0.315899099495524,0.0207635921961044
0.998974957609354,0.0629650171711185,-2.35563084078853,-3.86170309632997,-3.09521004609547,"Z2076","hypothetical protein","Z2076","DNA binding///protein serine/threonine kinase activity","GO:0003677///GO:0004674","regulation of biological process","GO:0050789","cytosol","GO:0005829","NC_002655.2 (1873441..1873593)","1768939_s_at","960545",1.70187016286983,0.0205989098807612
0.998974957609354,0.0630083188834607,-2.35508989997842,-3.86232781522861,-1.99361871496805,"chuA","outer membrane heme/hemoglobin receptor","c4308","molecular_function","GO:0003674","regulation of biological process","GO:0050789","integral component of plasma membrane","GO:0005887","NC_004431.1 (4086073..4088019, complement)","1766091_at","1037196",1.09642301089801,0.0205863102040204
0.998974957609354,0.063095450188491,2.35400262878107,-3.86358355809399,2.62421886019745,"c1289","hypothetical protein","c1289",NA,NA,NA,NA,NA,NA,"NC_004431.1 (1238568..1239056)","1765525_at","1034980",1.44389841139009,0.020561006507536
0.998974957609354,0.0632661480743109,2.35187721918241,-3.86603860858076,0.548788791944034,"gltB","glutamate synthase, large subunit","b3212",NA,NA,"glutamate biosynthetic process///nitrogen compound metabolic process","GO:0006537///GO:0006807",NA,NA,"NC_000913.3 (3354725..3359185)","1769285_at","947724",0.302227596418878,0.0205116242333994
0.998974957609354,0.0632816425671244,2.35168459658666,-3.86626112627828,1.35533157552677,"c5349","carbamate kinase","c5349",NA,NA,NA,NA,NA,NA,"NC_004431.1 (5092789..5093721, complement)","1764706_at","1037359",0.74646596581048,0.0205071541301002
0.998974957609354,0.0633480720252809,-2.35085933837501,-3.86721450289536,-1.09939037540244,"c0345","ShlA/HecA/FhaA exofamily protein","c0345",NA,NA,NA,NA,NA,NA,"NC_004431.1 (312645..322295)","1768883_at","1036378",0.605715679609668,0.0204880127767613
0.998974957609354,0.0635227464844823,2.34869375525341,-3.86971657741193,0.705857131973512,"ybcL","kinase inhibitor","c2350",NA,NA,NA,NA,NA,NA,"NC_004431.1 (2163071..2163622, complement)","1769261_s_at","1037005",0.389254770490177,0.0204378607069127
0.998974957609354,0.063767096772518,2.34567500935753,-3.87320508315121,2.12333215170063,"rfaH","transcriptional activator RfaH","c4789","bacterial-type RNA polymerase core enzyme binding///transcription antitermination factor activity, DNA binding///protein binding///translation activator activity","GO:0001000///GO:0001073///GO:0005515///GO:0008494","transcription elongation from bacterial-type RNA polymerase promoter///transcription antitermination///transcription antitermination///positive regulation of translation","GO:0001124///GO:0031564///GO:0031564///GO:0045727","cytosol","GO:0005829","NC_004431.1 (4550185..4550673, complement)","1766379_at","1035846",1.17244809314085,0.0203681369981964
0.998974957609354,0.064129325182352,-2.34122266653539,-3.87835175568558,-1.97505775690852,"Z4851","hypothetical protein","Z4851",NA,NA,NA,NA,NA,NA,"NC_002655.2 (4401322..4402044)","1759742_at","961253",1.09264884208411,0.0202656971204628
0.998974957609354,0.064463554681807,2.33713826179407,-3.88307464933839,2.37682445074216,"yheT","hydrolase","c4128","molecular_function","GO:0003674","regulation of biological process","GO:0050789","cytosol","GO:0005829","NC_004431.1 (3914590..3915612)","1764040_at","1035646",1.3172136747175,0.0201721362314142
0.998974957609354,0.0647419626861243,-2.33375325967941,-3.88698991112839,-1.63855307255504,"yhbU","protease yhbU","c3911","protein binding","GO:0005515","regulation of biological process","GO:0050789","cellular_component","GO:0005575","NC_004431.1 (3735090..3736112)","1763942_at","1040193",0.909387760634254,0.0200948954235153
0.998974957609354,0.0648534501707788,-2.33240210750569,-3.88855299817847,-1.41197454826821,"c1433///Z3340///Z1468///ECs2969///ECs1212","lambdoid prophage DLP12 lysis protein S///lysis protein S of prophage CP-933V///lysis protein S of bacteriophage BP-933W///holin///holin","Z1468","ornithine carbamoyltransferase activity///ornithine carbamoyltransferase activity","GO:0004585///GO:0004585","cellular response to DNA damage stimulus///citrulline biosynthetic process///arginine biosynthetic process via ornithine","GO:0006974///GO:0019240///GO:0042450","cellular_component","GO:0005575","NC_004431.1 (1344452..1344772)///NC_002655.2 (2992401..2992673, complement)///NC_002655.2 (1356658..1356873)///NC_002695.1 (2921137..2921352, complement)///NC_002695.1 (1272647..1272862)","1766027_s_at","1035148",0.784091909739564,0.0200641396120193
0.998974957609354,0.0655684239223889,-2.32379566809307,-3.89851306924094,-0.376898668620745,"glpF///glpF///glpF///ECs4852","glycerol uptake facilitator protein///facilitated diffusion of glycerol///glycerol facilitator///glycerol facilitator protein","b3927","glycerol transmembrane transporter activity///glycerol channel activity","GO:0015168///GO:0015254","glycerol transport///glycerol transport///cellular response to mercury ion","GO:0015793///GO:0015793///GO:0071288","plasma membrane","GO:0005886","NC_004431.1 (4636939..4637784, complement)///NC_002655.2 (4986063..4986908, complement)///NC_000913.3 (4117245..4118090, complement)///NC_002695.1 (4917299..4918144, complement)","1759788_s_at","1040169",0.210072979516202,0.019869242237188
0.998974957609354,0.0656050979295694,2.32335691370487,-3.89902099980343,2.92242225178997,"per///ECs2841","perosamine synthetase///perosamine synthetase","Z3200",NA,NA,NA,NA,NA,NA,"NC_002655.2 (2852335..2853429, complement)///NC_002695.1 (2782121..2783221, complement)","1760675_s_at","962095",1.62918560627806,0.0198593529780138
0.998974957609354,0.0656495099070308,-2.32282593554324,-3.89963571624265,-0.558894048239049,"cysN","sulfate adenylyltransferase, subunit 1","b2751","phosphoribosylformylglycinamidine synthase activity///phosphoribosylformylglycinamidine synthase activity///ATP binding","GO:0004642///GO:0004642///GO:0005524","'de novo' IMP biosynthetic process///glutamine metabolic process","GO:0006189///GO:0006541","cytoplasm///cytoplasm///cytosol","GO:0005737///GO:0005737///GO:0005829","NC_000913.3 (2873992..2875419, complement)","1759455_at","947219",0.311642261969696,0.0198473910786156
0.998974957609354,0.0657440359222859,2.3216970825623,-3.90094267439162,0.350443983778911,"c1776","hypothetical protein","c1776",NA,NA,NA,NA,NA,NA,"NC_004431.1 (1611499..1611756, complement)","1766415_s_at","1035562",0.195504420994122,0.0198219821533864
0.998974957609354,0.0657512215203561,-2.32161134125881,-3.90104194792199,-0.330692787876545,"yfhG///yfhG///yfhG///ECs3421","hypothetical protein///hypothetical protein///putative outer membrane protein modulating the QseEF response///hypothetical protein","b2555","porin activity///porin activity","GO:0015288///GO:0015288","arabinose transmembrane transport///galactose transmembrane transport///oligosaccharide transport///glucose import","GO:0015751///GO:0015757///GO:0015772///GO:0046323","cell outer membrane///cell outer membrane///integral component of cell outer membrane","GO:0009279///GO:0009279///GO:0045203","NC_004431.1 (2951642..2952361, complement)///NC_002655.2 (3478997..3479710, complement)///NC_000913.3 (2688793..2689506, complement)///NC_002695.1 (3409159..3409872, complement)","1759511_s_at","1038780",0.184492508717556,0.0198200534528396
0.998974957609354,0.065806096950935,2.32095687636764,-3.90179972480249,2.91095063117113,"ECs4952","host-nuclease inhibitor protein","ECs4952",NA,NA,NA,NA,NA,NA,"NC_002695.1 (5046510..5047040)","1766755_at","914828",1.62446851486399,0.0198053373109349
0.998974957609354,0.066007164253023,2.31856384091897,-3.90457082223301,0.326644893770931,"yejM///yejM///yejM///ECs3080","hypothetical protein///sulfatase///essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor///sulfatase","b2188","magnesium ion binding///2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity","GO:0000287///GO:0003848","regulation of biological process","GO:0050789","cellular_component","GO:0005575","NC_004431.1 (2574913..2576673)///NC_002655.2 (3090575..3092335)///NC_000913.3 (2284376..2286136)///NC_002695.1 (3019306..3021066)","1764900_s_at","1038130",0.182473727871512,0.0197516132815385
0.998974957609354,0.0662677077116515,2.31547448725675,-3.9081489474796,1.39701273409676,"c1505","hypothetical protein","c1505",NA,NA,NA,NA,NA,NA,"NC_004431.1 (1388373..1388654)","1764236_s_at","1035240",0.781454856146849,0.0196824543715862
0.998974957609354,0.0664309999951101,2.31354487461528,-3.91038424598087,1.97718930044642,"yeaE","hypothetical protein","c2186","oxidoreductase activity","GO:0016491","methylglyoxal catabolic process","GO:0051596","cellular_component","GO:0005575","NC_004431.1 (2022015..2022914, complement)","1764386_at","1036626",1.10691393172998,0.019639370438392
0.998974957609354,0.066660105493996,-2.31084606603075,-3.91351110563713,-0.549760001843406,"cyaA///cyaA","adenylate cyclase///adenylate cyclase","b3806","adenylate cyclase activity///adenylate cyclase activity///protein binding","GO:0004016///GO:0004016///GO:0005515","cAMP biosynthetic process","GO:0006171","cellular_component","GO:0005575","NC_004431.1 (4491353..4493899)///NC_000913.3 (3991153..3993699)","1759548_s_at","1035601",0.308138278850927,0.0195792572684732
0.998974957609354,0.0667948539556305,-2.30926337817348,-3.91534509483658,-1.91273389964832,"Z2056///ECs1776","hypothetical protein///hypothetical protein","Z2056",NA,NA,NA,NA,NA,NA,"NC_002655.2 (1862299..1863282)///NC_002695.1 (1770296..1771342)","1769224_s_at","960527",1.07281445457723,0.0195440831782187
0.998974957609354,0.0668727961254489,2.30834946235275,-3.91640421569228,2.97459063449354,"c4277","phosphotransferase system enzyme subunit","c4277",NA,NA,NA,NA,NA,NA,"NC_004431.1 (4058602..4059087)","1768148_at","1037132",1.66904935133374,0.0195237985097404
0.998974957609354,0.0668922549234588,2.30812147420096,-3.91666843761842,1.85272616253964,"Z3089///ECs2954","tail fiber component Z of prophage CP-933U///minor tail protein","Z3089",NA,NA,NA,NA,NA,NA,"NC_002655.2 (2759069..2759698, complement)///NC_002695.1 (2909780..2910403, complement)","1767567_s_at","961996",1.03967141213762,0.0195187412519252
0.998974957609354,0.0670384440560126,2.30641091398205,-3.91865098761183,0.428839063980698,"xylA///xylA///xylA///ECs4448","xylose isomerase///xylose isomerase///D-xylose isomerase///xylose isomerase","b3565","xylose isomerase activity///xylose isomerase activity///xylose isomerase activity","GO:0009045///GO:0009045///GO:0009045","D-xylose catabolic process///D-xylose catabolic process","GO:0042843///GO:0042843","cellular_component","GO:0005575","NC_004431.1 (4167076..4168398, complement)///NC_002655.2 (4542842..4544164, complement)///NC_000913.3 (3729443..3730765, complement)///NC_002695.1 (4475613..4476935, complement)","1762248_s_at","1037435",0.240824786855608,0.019480835806293
0.998974957609354,0.0671248701769335,2.3054015111054,-3.9198210019149,2.06954020522598,"yigB///ECs4742","flavin mononucleotide phosphatase///flavin mononucleotide phosphatase","Z5329","magnesium ion binding///phosphatase activity///5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity","GO:0000287///GO:0016791///GO:0043726","riboflavin biosynthetic process///dormancy process","GO:0009231///GO:0022611","cellular_component","GO:0005575","NC_002655.2 (4859604..4860320)///NC_002695.1 (4790841..4791557)","1760564_s_at","960350",1.16270843755067,0.0194584995339792
0.998974957609354,0.0671901084246649,2.30464048666223,-3.92070317080134,2.9850173145619,"ygcG","hypothetical protein","c3342",NA,NA,NA,NA,NA,NA,"NC_004431.1 (3181153..3182037)","1766097_at","1039180",1.67759528626853,0.019441675002871
0.998974957609354,0.0672464746709809,2.30398359099252,-3.92146467218831,2.10268723270435,"c3803","transposase","c3803",NA,NA,NA,NA,NA,NA,"NC_004431.1 (3639888..3640340, complement)","1763448_at","1039948",1.1820581063466,0.0194271632829207
0.998974957609354,0.0672623646654913,2.30379851409261,-3.92167922739882,2.00672982072119,"gabD///gabD","succinate-semialdehyde dehydrogenase I///succinate-semialdehyde dehydrogenase I","Z3959","succinate-semialdehyde dehydrogenase (NAD+) activity///succinate-semialdehyde dehydrogenase (NAD+) activity///succinate-semialdehyde dehydrogenase [NAD(P)+] activity///succinate-semialdehyde dehydrogenase [NAD(P)+] activity","GO:0004777///GO:0004777///GO:0009013///GO:0009013","nitrogen compound metabolic process///gamma-aminobutyric acid catabolic process///gamma-aminobutyric acid catabolic process","GO:0006807///GO:0009450///GO:0009450","cytoplasm","GO:0005737","NC_002655.2 (3580750..3582198)///NC_002695.1 (3513460..3514908)","1759813_s_at","958101",1.1282047926867,0.019423076481501
0.998974957609354,0.0673345720408784,-2.30295807366854,-3.92265356405624,-2.40608655793166,"Z2357///Z2138///ECs1112///ECs2728","tail component of prophage CP-933R///tail component of prophage CP-933O///minor tail protein///minor tail protein","ECs1112",NA,NA,NA,NA,NA,NA,"NC_002655.2 (2130564..2131067, complement)///NC_002655.2 (1915749..1916252)///NC_002695.1 (1196698..1197129)///NC_002695.1 (2682077..2682508, complement)","1761837_s_at","961078",1.3532210504292,0.0194045281269556
0.998974957609354,0.0675444197955365,2.300521043391,-3.9254791702179,1.31286236751526,"yicH","hypothetical protein","c4480","molecular_function","GO:0003674","regulation of biological process","GO:0050789","cytosol///integral component of plasma membrane","GO:0005829///GO:0005887","NC_004431.1 (4261300..4263033)","1762621_at","1038512",0.73915670213525,0.019350835463283
0.998974957609354,0.0675902302716438,2.29999010459921,-3.9260948274615,2.60268730458695,"c2406","hypothetical protein","c2406",NA,NA,NA,NA,NA,NA,"NC_004431.1 (2208805..2209767, complement)","1765353_at","1037304",1.46568132997352,0.0193391559735974
0.998974957609354,0.0677336431000174,-2.29833044061716,-3.92801945591726,-0.386953770563284,"yahF///yahF///ECs0369","oxidoreductase subunit///putative NAD(P)-binding succinyl-CoA synthase///oxidoreductase subunit","b0320","nucleoside diphosphate kinase activity///succinate-CoA ligase (ADP-forming) activity","GO:0004550///GO:0004775","tricarboxylic acid cycle///succinyl-CoA metabolic process///succinate metabolic process///nucleoside triphosphate biosynthetic process","GO:0006099///GO:0006104///GO:0006105///GO:0009142","cytosol///cytosol","GO:0005829///GO:0005829","NC_002655.2 (388277..389824)///NC_000913.3 (336778..338325)///NC_002695.1 (388275..389822)","1764752_s_at","957228",0.21806709761837,0.0193026888471874
0.998974957609354,0.0678965774773783,2.29644939876281,-3.93020106539528,2.49616233422688,"c0163","hypothetical protein","c0163",NA,NA,NA,NA,NA,NA,"NC_004431.1 (158186..158383)","1767458_at","1039167",1.40786001597242,0.0192614340524158
0.998974957609354,0.0680035456223405,-2.2952170882528,-3.93163043335023,-3.26190115972069,"Z5489","hypothetical protein","Z5489",NA,NA,NA,NA,NA,NA,"NC_002655.2 (5001829..5002065)","1764995_at","960197",1.84073198234238,0.0192344512212966
0.998974957609354,0.0680957400637214,2.29415663180469,-3.93286056039248,2.03195420361713,"c0968","variable tail fiber protein","c0968",NA,NA,NA,NA,NA,NA,"NC_004431.1 (931980..933419)","1765420_at","1038355",1.14718742948478,0.0192112592243018
0.998974957609354,0.0681014951668959,2.2940904850874,-3.93293729331098,1.8955576214216,"ybhM","hypothetical protein","c0870","molecular_function","GO:0003674","regulation of biological process","GO:0050789","plasma membrane","GO:0005886","NC_004431.1 (843388..844128)","1763070_at","1037773",1.07021239529719,0.0192098134616603
0.998974957609354,0.0681576265031945,2.29344564737917,-3.93368534930786,1.25658886366499,"tbpA","thiamine transporter substrate binding subunit","c0084","RNA binding///DNA/RNA hybrid binding","GO:0003723///GO:0071667","defense response to virus","GO:0051607","protein-containing complex","GO:0032991","NC_004431.1 (78838..79821, complement)","1765449_at","1038158",0.709656661751364,0.0191957245586746
0.998974957609354,0.0685579149936664,2.28886346193555,-3.93900191720992,1.57025682207984,"c4213","chaperone protein fimC","c4213",NA,NA,NA,NA,NA,NA,"NC_004431.1 (3998067..3998846, complement)","1760926_at","1036893",0.8885754949886,0.0190958836637829
